1.310153536372896110e-01 -4.078510518743639901e-01 4.489600320241574627e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-8.265505255054907130e-02 3.307196464854662565e-01 1.372188540202704532e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.177896561915595386e-01 7.097018951949906063e-01 -1.770263467775904931e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.879580437349185673e-01 -3.480295745354200498e-01 3.502673931883667491e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.845547665803622728e-01 -5.119722673209652353e-01 3.113890982906205029e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.081436942949586366e-01 2.401764828953550646e-01 2.798336676215747165e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-6.875060726530246580e-02 -2.615050826233581982e-01 1.576482488475915156e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.344402875356631721e-01 2.829310126958430316e-01 6.056187499888751047e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.344011586754019327e-01 -3.455352288456197130e-01 -4.036460625387937595e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.625281621888201578e-01 -3.392491531653478269e-03 3.008255888212102991e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.610098379033297000e-01 1.393118444726017535e-01 -2.810196628480151129e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-6.418064530006299950e-01 3.466223871152448455e-01 7.201658791791172576e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.545572777255737051e-01 7.528952331408490795e-02 1.331291727474362696e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.675315085467287135e-01 2.794879217769494217e-01 -1.253350597371314934e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.127449373505355623e-01 -4.308824904030600922e-01 2.763737755401030616e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.565690106201201970e-01 5.637907854921270917e-02 3.759361749685586340e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-9.369631111723461872e-03 5.840780607160448445e-01 1.491647807063178621e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-6.116961401295083478e-01 3.186983583984273061e-01 -3.138247436094847298e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.669524166658160835e-01 2.927256267585094315e-02 1.763321414884979621e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.547576158792705159e-01 -4.877828117157680943e-01 2.446660264095557036e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.708540282306586611e-01 2.968344908906027412e-04 6.354848969085913346e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.185086048341019216e-01 6.281400161731520715e-02 5.534808469145069409e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.399095590666873112e-01 -4.277181338655887677e-01 -2.379396424966672696e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.619770423750852839e-01 5.019185029599392001e-02 -6.965533132309505993e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.103742950099565356e-01 -2.169244189084076346e-01 -3.912752432867274144e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.463383786806941020e-02 1.920007108724420264e-01 -6.977442316581374815e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.627855141956805252e-01 -3.606688577600922763e-01 -4.151696051644254148e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.078657859364363647e-01 7.122331021373803743e-03 4.307717471002638909e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.505510953959768194e-01 -2.310546443162302954e-01 2.278337475188457750e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
8.999341678073211059e-02 -4.742380324227842281e-01 5.345394435297453617e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.525885440129434500e-01 1.212588139674184717e-01 2.432023230687647419e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.987852558893314026e-01 2.285949686798656733e-01 3.818590694482394965e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.085675924401661580e-01 -2.169993170223017687e-01 1.358694516808405250e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
